,Yields,RXN,Origin,Mechanism,DOI,Substrate
1069,77.0,CN(C)C(=O)Oc2ccc1ccccc1c2.CCO[Si](OCC)(OCC)c1ccc(C)cc1>CCCCCC.[Ni].O=P([O-])(O)O.[Cu+2].[F-].[F-].[K+].>Cc3ccc(c2ccc1ccccc1c2)cc3,Optimisation,Ni/Cu cooperation,https://doi.org/10.1002/adsc.201600590,CN(C)C(=O)Oc2ccc1ccccc1c2
1070,78.0,CN(C)C(=O)Oc2ccc1ccccc1c2.CCO[Si](OCC)(OCC)c1ccc(C)cc1>CCCCCC.[Ni].O=P([O-])(O)O.[Cu+2].[F-].[F-].[K+].>Cc3ccc(c2ccc1ccccc1c2)cc3,Optimisation,Ni/Cu cooperation,https://doi.org/10.1002/adsc.201600590,CN(C)C(=O)Oc2ccc1ccccc1c2
1071,80.0,CN(C)C(=O)Oc2ccc1ccccc1c2.CCO[Si](OCC)(OCC)c1ccc(C)cc1>CCCCCC.[Ni].O=P([O-])(O)O.[Cu+2].[F-].[F-].[K+].>Cc3ccc(c2ccc1ccccc1c2)cc3,Optimisation,Ni/Cu cooperation,https://doi.org/10.1002/adsc.201600590,CN(C)C(=O)Oc2ccc1ccccc1c2
1072,83.0,CN(C)C(=O)Oc2ccc1ccccc1c2.CCO[Si](OCC)(OCC)c1cccc(C)c1>CCCCCC.[Ni].O=P([O-])(O)O.[Cu+2].[F-].[F-].[K+].>Cc3cccc(c2ccc1ccccc1c2)c3,Scope,Ni/Cu cooperation,https://doi.org/10.1002/adsc.201600590,CN(C)C(=O)Oc2ccc1ccccc1c2
1073,91.0,COc2ccc1cc(OC(=O)N(C)C)ccc1c2.CCO[Si](OCC)(OCC)c1cccc(C)c1>CCCCCC.[Ni].O=P([O-])(O)O.[Cu+2].[F-].[F-].[K+].>COc3ccc2cc(c1cccc(C)c1)ccc2c3,Scope,Ni/Cu cooperation,https://doi.org/10.1002/adsc.201600590,COc2ccc1cc(OC(=O)N(C)C)ccc1c2
1074,93.0,CN(C)C(=O)Oc2ccc1ccc(OC(C)(C)C)cc1c2.CCO[Si](OCC)(OCC)c1cccc(C)c1>CCCCCC.[Ni].O=P([O-])(O)O.[Cu+2].[F-].[F-].[K+].>Cc3cccc(c2ccc1ccc(OC(C)(C)C)cc1c2)c3,Scope,Ni/Cu cooperation,https://doi.org/10.1002/adsc.201600590,CN(C)C(=O)Oc2ccc1ccc(OC(C)(C)C)cc1c2
1075,68.0,CN(C)C(=O)Oc3ccc2ccc(Oc1ccccc1)cc2c3.CCO[Si](OCC)(OCC)c1cccc(C)c1>CCCCCC.[Ni].O=P([O-])(O)O.[Cu+2].[F-].[F-].[K+].>Cc4cccc(c3ccc2ccc(Oc1ccccc1)cc2c3)c4,Scope,Ni/Cu cooperation,https://doi.org/10.1002/adsc.201600590,CN(C)C(=O)Oc3ccc2ccc(Oc1ccccc1)cc2c3
1076,59.0,COCOc2ccc1ccc(OC(=O)N(C)C)cc1c2.CCO[Si](OCC)(OCC)c1cccc(C)c1>CCCCCC.[Ni].O=P([O-])(O)O.[Cu+2].[F-].[F-].[K+].>COCOc3ccc2ccc(c1cccc(C)c1)cc2c3,Scope,Ni/Cu cooperation,https://doi.org/10.1002/adsc.201600590,COCOc2ccc1ccc(OC(=O)N(C)C)cc1c2
1077,43.0,CN(C)C(=O)Oc2ccc1ccc(N(C)C)cc1c2.CCO[Si](OCC)(OCC)c1cccc(C)c1>CCCCCC.[Ni].O=P([O-])(O)O.[Cu+2].[F-].[F-].[K+].>Cc3cccc(c2ccc1ccc(N(C)C)cc1c2)c3,Scope,Ni/Cu cooperation,https://doi.org/10.1002/adsc.201600590,CN(C)C(=O)Oc2ccc1ccc(N(C)C)cc1c2
1078,61.0,CN(C)C(=O)Oc3ccc2cc(c1ccccc1)ccc2c3.CCO[Si](OCC)(OCC)c1cccc(C)c1>CCCCCC.[Ni].O=P([O-])(O)O.[Cu+2].[F-].[F-].[K+].>Cc4cccc(c3ccc2cc(c1ccccc1)ccc2c3)c4,Scope,Ni/Cu cooperation,https://doi.org/10.1002/adsc.201600590,CN(C)C(=O)Oc3ccc2cc(c1ccccc1)ccc2c3
1079,60.0,CN(C)C(=O)Oc2ccc1cc(C#N)ccc1c2.CCO[Si](OCC)(OCC)c1cccc(C)c1>CCCCCC.[Ni].O=P([O-])(O)O.[Cu+2].[F-].[F-].[K+].>Cc3cccc(c2ccc1cc(C#N)ccc1c2)c3,Scope,Ni/Cu cooperation,https://doi.org/10.1002/adsc.201600590,CN(C)C(=O)Oc2ccc1cc(C#N)ccc1c2
1080,72.0,CN(C)C(=O)Oc1cccc2cccc(F)c12.CCO[Si](OCC)(OCC)c1cccc(C)c1>CCCCCC.[Ni].O=P([O-])(O)O.[Cu+2].[F-].[F-].[K+].>Cc3cccc(c1cccc2cccc(F)c12)c3,Scope,Ni/Cu cooperation,https://doi.org/10.1002/adsc.201600590,CN(C)C(=O)Oc1cccc2cccc(F)c12
1081,80.0,CN(C)C(=O)Oc1cccc2cnccc12.CCO[Si](OCC)(OCC)c1cccc(C)c1>CCCCCC.[Ni].O=P([O-])(O)O.[Cu+2].[F-].[F-].[K+].>Cc3cccc(c1cccc2cnccc12)c3,Scope,Ni/Cu cooperation,https://doi.org/10.1002/adsc.201600590,CN(C)C(=O)Oc1cccc2cnccc12
1082,85.0,CN(C)C(=O)Oc2ccc1ncccc1c2.CCO[Si](OCC)(OCC)c1cccc(C)c1>CCCCCC.[Ni].O=P([O-])(O)O.[Cu+2].[F-].[F-].[K+].>Cc3cccc(c2ccc1ncccc1c2)c3,Scope,Ni/Cu cooperation,https://doi.org/10.1002/adsc.201600590,CN(C)C(=O)Oc2ccc1ncccc1c2
1083,65.0,COC(=O)c2ccc1cc(OC(=O)N(C)C)ccc1c2.CCO[Si](OCC)(OCC)c1cccc(C)c1>CCCCCC.[Ni].O=P([O-])(O)O.[Cu+2].[F-].[F-].[K+].>COC(=O)c3ccc2cc(c1cccc(C)c1)ccc2c3,Scope,Ni/Cu cooperation,https://doi.org/10.1002/adsc.201600590,COC(=O)c2ccc1cc(OC(=O)N(C)C)ccc1c2
1084,64.0,COC(=O)c1c(OC(=O)N(C)C)ccc2ccccc12.CCO[Si](OCC)(OCC)c1cccc(C)c1>CCCCCC.[Ni].O=P([O-])(O)O.[Cu+2].[F-].[F-].[K+].>COC(=O)c2c(c1cccc(C)c1)ccc3ccccc23,Scope,Ni/Cu cooperation,https://doi.org/10.1002/adsc.201600590,COC(=O)c1c(OC(=O)N(C)C)ccc2ccccc12
1085,43.0,Cc3cccc(c2ccc1ccc(OC(=O)N(C)C)cc1c2)c3.CCO[Si](OCC)(OCC)c1cccc(C)c1>CCCCCC.[Ni].O=P([O-])(O)O.[Cu+2].[F-].[F-].[K+].>Cc4cccc(c3ccc2ccc(c1cccc(C)c1)cc2c3)c4,Scope,Ni/Cu cooperation,https://doi.org/10.1002/adsc.201600590,Cc3cccc(c2ccc1ccc(OC(=O)N(C)C)cc1c2)c3
1086,47.0,CN(C)C(=O)Oc2cc1ccccc1c3ccccc23.CCO[Si](OCC)(OCC)c1cccc(C)c1>CCCCCC.[Ni].O=P([O-])(O)O.[Cu+2].[F-].[F-].[K+].>Cc4cccc(c2cc1ccccc1c3ccccc23)c4,Scope,Ni/Cu cooperation,https://doi.org/10.1002/adsc.201600590,CN(C)C(=O)Oc2cc1ccccc1c3ccccc23
1087,24.0,CN(C)C(=O)Oc2ccc(c1ccccc1)cc2.CCO[Si](OCC)(OCC)c1cccc(C)c1>CCCCCC.[Ni].O=P([O-])(O)O.[Cu+2].[F-].[F-].[K+].>Cc3cccc(c2ccc(c1ccccc1)cc2)c3,Scope,Ni/Cu cooperation,https://doi.org/10.1002/adsc.201600590,CN(C)C(=O)Oc2ccc(c1ccccc1)cc2
1088,61.0,CN(C)C(=O)Oc2ccc1ccccc1c2.CCO[Si](OCC)(OCC)c1ccc(OC)cc1>CCCCCC.[Ni].O=P([O-])(O)O.[Cu+2].[F-].[F-].[K+].>COc3ccc(c2ccc1ccccc1c2)cc3,Scope,Ni/Cu cooperation,https://doi.org/10.1002/adsc.201600590,CN(C)C(=O)Oc2ccc1ccccc1c2
1089,61.0,CN(C)C(=O)Oc2ccc1ccccc1c2.CCO[Si](OCC)(OCC)c1ccccc1OC>CCCCCC.[Ni].O=P([O-])(O)O.[Cu+2].[F-].[F-].[K+].>COc1ccccc1c3ccc2ccccc2c3,Scope,Ni/Cu cooperation,https://doi.org/10.1002/adsc.201600590,CN(C)C(=O)Oc2ccc1ccccc1c2
1090,72.0,CN(C)C(=O)Oc1cccc2ccccc12.CCO[Si](OCC)(OCC)c1ccccc1OC>CCCCCC.[Ni].O=P([O-])(O)O.[Cu+2].[F-].[F-].[K+].>COc1ccccc1c2cccc3ccccc23,Scope,Ni/Cu cooperation,https://doi.org/10.1002/adsc.201600590,CN(C)C(=O)Oc1cccc2ccccc12
1091,89.0,CN(C)C(=O)Oc2ccc1cc([Si](C)(C)C)ccc1c2.CCO[Si](OCC)(OCC)c1ccccc1OC>CCCCCC.[Ni].O=P([O-])(O)O.[Cu+2].[F-].[F-].[K+].>COc1ccccc1c3ccc2cc([Si](C)(C)C)ccc2c3,Scope,Ni/Cu cooperation,https://doi.org/10.1002/adsc.201600590,CN(C)C(=O)Oc2ccc1cc([Si](C)(C)C)ccc1c2
1092,67.0,Cc2ccc1cc(OC(=O)N(C)C)ccc1c2.CCO[Si](OCC)(OCC)c1ccccc1OC>CCCCCC.[Ni].O=P([O-])(O)O.[Cu+2].[F-].[F-].[K+].>COc1ccccc1c3ccc2cc(C)ccc2c3,Scope,Ni/Cu cooperation,https://doi.org/10.1002/adsc.201600590,Cc2ccc1cc(OC(=O)N(C)C)ccc1c2
1093,58.0,CN(C)C(=O)Oc1cccc2c(F)cccc12.CCO[Si](OCC)(OCC)c1ccccc1OC>CCCCCC.[Ni].O=P([O-])(O)O.[Cu+2].[F-].[F-].[K+].>COc1ccccc1c2cccc3c(F)cccc23,Scope,Ni/Cu cooperation,https://doi.org/10.1002/adsc.201600590,CN(C)C(=O)Oc1cccc2c(F)cccc12
1094,81.0,COc2ccc1cc(OC(=O)N(C)C)ccc1c2.CCO[Si](OCC)(OCC)c1ccccc1>CCCCCC.[Ni].O=P([O-])(O)O.[Cu+2].[F-].[F-].[K+].>COc3ccc2cc(c1ccccc1)ccc2c3,Scope,Ni/Cu cooperation,https://doi.org/10.1002/adsc.201600590,COc2ccc1cc(OC(=O)N(C)C)ccc1c2
1095,66.0,COc2ccc1cc(OC(=O)N(C)C)ccc1c2.CO[Si](OC)(OC)c1ccccc1>CCCCCC.[Ni].O=P([O-])(O)O.[Cu+2].[F-].[F-].[K+].>COc3ccc2cc(c1ccccc1)ccc2c3,Scope,Ni/Cu cooperation,https://doi.org/10.1002/adsc.201600590,COc2ccc1cc(OC(=O)N(C)C)ccc1c2
1096,60.0,COc2ccc1cc(OC(=O)N(C)C)ccc1c2.C[Si](C)(O)c1ccccc1>CCCCCC.[Ni].O=P([O-])(O)O.[Cu+2].[F-].[F-].[K+].>COc3ccc2cc(c1ccccc1)ccc2c3,Scope,Ni/Cu cooperation,https://doi.org/10.1002/adsc.201600590,COc2ccc1cc(OC(=O)N(C)C)ccc1c2
1097,83.0,COc2ccc1cc(OC(=O)N(C)C)ccc1c2.CCO[Si](OCC)(OCC)c1ccc(C(C)(C)C)cc1>CCCCCC.[Ni].O=P([O-])(O)O.[Cu+2].[F-].[F-].[K+].>COc3ccc2cc(c1ccc(C(C)(C)C)cc1)ccc2c3,Scope,Ni/Cu cooperation,https://doi.org/10.1002/adsc.201600590,COc2ccc1cc(OC(=O)N(C)C)ccc1c2
1098,79.0,COc2ccc1cc(OC(=O)N(C)C)ccc1c2.CCO[Si](OCC)(OCC)c1ccc(C)cc1>CCCCCC.[Ni].O=P([O-])(O)O.[Cu+2].[F-].[F-].[K+].>COc3ccc2cc(c1ccc(C)cc1)ccc2c3,Scope,Ni/Cu cooperation,https://doi.org/10.1002/adsc.201600590,COc2ccc1cc(OC(=O)N(C)C)ccc1c2
1099,69.0,COc2ccc1cc(OC(=O)N(C)C)ccc1c2.CCO[Si](OCC)(OCC)c1ccc(F)cc1>CCCCCC.[Ni].O=P([O-])(O)O.[Cu+2].[F-].[F-].[K+].>COc3ccc2cc(c1ccc(F)cc1)ccc2c3,Scope,Ni/Cu cooperation,https://doi.org/10.1002/adsc.201600590,COc2ccc1cc(OC(=O)N(C)C)ccc1c2
1100,70.0,COc2ccc1cc(OC(=O)N(C)C)ccc1c2.CCO[Si](OCC)(OCC)c1ccc(C(=O)OC)cc1>CCCCCC.[Ni].O=P([O-])(O)O.[Cu+2].[F-].[F-].[K+].>COC(=O)c3ccc(c2ccc1cc(OC)ccc1c2)cc3,Scope,Ni/Cu cooperation,https://doi.org/10.1002/adsc.201600590,COc2ccc1cc(OC(=O)N(C)C)ccc1c2
1101,80.0,COc2ccc1cc(OC(=O)N(C)C)ccc1c2.CCO[Si](OCC)(OCC)c1ccc(C(F)(F)F)cc1>CCCCCC.[Ni].O=P([O-])(O)O.[Cu+2].[F-].[F-].[K+].>COc3ccc2cc(c1ccc(C(F)(F)F)cc1)ccc2c3,Scope,Ni/Cu cooperation,https://doi.org/10.1002/adsc.201600590,COc2ccc1cc(OC(=O)N(C)C)ccc1c2
1102,76.0,COc2ccc1cc(OC(=O)N(C)C)ccc1c2.CCO[Si](OCC)(OCC)c1cccc(OC)c1>CCCCCC.[Ni].O=P([O-])(O)O.[Cu+2].[F-].[F-].[K+].>COc3cccc(c2ccc1cc(OC)ccc1c2)c3,Scope,Ni/Cu cooperation,https://doi.org/10.1002/adsc.201600590,COc2ccc1cc(OC(=O)N(C)C)ccc1c2
1103,90.0,COc2ccc1cc(OC(=O)N(C)C)ccc1c2.CCO[Si](OCC)(OCC)c1ccccc1C>CCCCCC.[Ni].O=P([O-])(O)O.[Cu+2].[F-].[F-].[K+].>COc3ccc2cc(c1ccccc1C)ccc2c3,Scope,Ni/Cu cooperation,https://doi.org/10.1002/adsc.201600590,COc2ccc1cc(OC(=O)N(C)C)ccc1c2
1104,86.0,COc2ccc1cc(OC(=O)N(C)C)ccc1c2.CCO[Si](OCC)(OCC)c1cc(C)cc(C)c1>CCCCCC.[Ni].O=P([O-])(O)O.[Cu+2].[F-].[F-].[K+].>COc3ccc2cc(c1cc(C)cc(C)c1)ccc2c3,Scope,Ni/Cu cooperation,https://doi.org/10.1002/adsc.201600590,COc2ccc1cc(OC(=O)N(C)C)ccc1c2
1105,85.0,COc2ccc1cc(OC(=O)N(C)C)ccc1c2.CCO[Si](OCC)(OCC)c1cc(C)ccc1C>CCCCCC.[Ni].O=P([O-])(O)O.[Cu+2].[F-].[F-].[K+].>COc3ccc2cc(c1cc(C)ccc1C)ccc2c3,Scope,Ni/Cu cooperation,https://doi.org/10.1002/adsc.201600590,COc2ccc1cc(OC(=O)N(C)C)ccc1c2
1106,90.0,COc2ccc1cc(OC(=O)N(C)C)ccc1c2.CCO[Si](OCC)(OCC)c1cccc2ccccc12>CCCCCC.[Ni].O=P([O-])(O)O.[Cu+2].[F-].[F-].[K+].>COc4ccc3cc(c1cccc2ccccc12)ccc3c4,Scope,Ni/Cu cooperation,https://doi.org/10.1002/adsc.201600590,COc2ccc1cc(OC(=O)N(C)C)ccc1c2
1107,50.0,COc2ccc1cc(OC(=O)N(C)C)ccc1c2.CCO[Si](OCC)(OCC)c1cccs1>CCCCCC.[Ni].O=P([O-])(O)O.[Cu+2].[F-].[F-].[K+].>COc3ccc2cc(c1cccs1)ccc2c3,Scope,Ni/Cu cooperation,https://doi.org/10.1002/adsc.201600590,COc2ccc1cc(OC(=O)N(C)C)ccc1c2
1108,1.0,COc2ccc1ccccc1c2.C[Mg]Br>c1ccccc1C.[Ni+2].>Cc2ccc1ccccc1c2,Optimisation,Kumada,https://doi.org/10.1039/B718998B,COc2ccc1ccccc1c2
1109,22.0,COc2ccc1ccccc1c2.C[Mg]Br>c1ccccc1C.[Ni+2].>Cc2ccc1ccccc1c2,Optimisation,Kumada,https://doi.org/10.1039/B718998B,COc2ccc1ccccc1c2
1110,92.0,COc2ccc1ccccc1c2.C[Mg]Br>c1ccccc1C.[Ni+2].>Cc2ccc1ccccc1c2,Optimisation,Kumada,https://doi.org/10.1039/B718998B,COc2ccc1ccccc1c2
1111,93.0,COc2ccc1ccccc1c2.C[Mg]Br>c1ccccc1C.[Ni+2].>Cc2ccc1ccccc1c2,Optimisation,Kumada,https://doi.org/10.1039/B718998B,COc2ccc1ccccc1c2
1112,4.0,COc2ccc1ccccc1c2.C[Mg]Br>c1ccccc1C.[Ni+2].>Cc2ccc1ccccc1c2,Optimisation,Kumada,https://doi.org/10.1039/B718998B,COc2ccc1ccccc1c2
1113,0.0,COc2ccc1ccccc1c2.C[Mg]Br>c1ccccc1C.[Ni+2].>Cc2ccc1ccccc1c2,Optimisation,Kumada,https://doi.org/10.1039/B718998B,COc2ccc1ccccc1c2
1114,1.0,COc2ccc1ccccc1c2.C[Mg]Br>c1ccccc1C.[Ni+2].>Cc2ccc1ccccc1c2,Optimisation,Kumada,https://doi.org/10.1039/B718998B,COc2ccc1ccccc1c2
1115,60.0,COc2ccc1ccccc1c2.C[Mg]Br>c1ccccc1C.[Ni+2].>Cc2ccc1ccccc1c2,Optimisation,Kumada,https://doi.org/10.1039/B718998B,COc2ccc1ccccc1c2
1116,10.0,COc2ccc1ccccc1c2.C[Mg]Br>c1ccccc1C.[Ni+2].>Cc2ccc1ccccc1c2,Optimisation,Kumada,https://doi.org/10.1039/B718998B,COc2ccc1ccccc1c2
1117,90.0,COc2ccc1ccccc1c2.C[Mg]Br>c1ccccc1C.[Ni+2].>Cc2ccc1ccccc1c2,Optimisation,Kumada,https://doi.org/10.1039/B718998B,COc2ccc1ccccc1c2
1118,4.0,COc2ccc1ccccc1c2.C[Mg]Br>c1ccccc1C.[Ni+2].>Cc2ccc1ccccc1c2,Optimisation,Kumada,https://doi.org/10.1039/B718998B,COc2ccc1ccccc1c2
1119,7.0,COc2ccc1ccccc1c2.C[Mg]Br>c1ccccc1C.[Ni+2].>Cc2ccc1ccccc1c2,Optimisation,Kumada,https://doi.org/10.1039/B718998B,COc2ccc1ccccc1c2
1120,49.0,COc2ccc1ccccc1c2.C[Mg]Br>C1COCCO1.[Ni+2].>Cc2ccc1ccccc1c2,Optimisation,Kumada,https://doi.org/10.1039/B718998B,COc2ccc1ccccc1c2
1121,62.0,COc2ccc1ccccc1c2.C[Mg]Br>C1OCCC1.[Ni+2].>Cc2ccc1ccccc1c2,Optimisation,Kumada,https://doi.org/10.1039/B718998B,COc2ccc1ccccc1c2
1122,90.0,COc2ccc1ccccc1c2.C[Mg]Br>CCOCC.[Ni+2].>Cc2ccc1ccccc1c2,Optimisation,Kumada,https://doi.org/10.1039/B718998B,COc2ccc1ccccc1c2
1123,92.0,CCOc2ccc1ccccc1c2.C[Mg]Br>c1ccccc1C.[Ni+2].>Cc2ccc1ccccc1c2,Scope,Kumada,https://doi.org/10.1039/B718998B,CCOc2ccc1ccccc1c2
1124,96.0,CCCCOc2ccc1ccccc1c2.C[Mg]Br>c1ccccc1C.[Ni+2].>Cc2ccc1ccccc1c2,Scope,Kumada,https://doi.org/10.1039/B718998B,CCCCOc2ccc1ccccc1c2
1125,91.0,CC(C)COc2ccc1ccccc1c2.C[Mg]Br>c1ccccc1C.[Ni+2].>Cc2ccc1ccccc1c2,Scope,Kumada,https://doi.org/10.1039/B718998B,CC(C)COc2ccc1ccccc1c2
1126,88.0,CC(C)(C)Oc2ccc1ccccc1c2.C[Mg]Br>c1ccccc1C.[Ni+2].>Cc2ccc1ccccc1c2,Scope,Kumada,https://doi.org/10.1039/B718998B,CC(C)(C)Oc2ccc1ccccc1c2
1127,69.0,COCOc2ccc1ccccc1c2.C[Mg]Br>c1ccccc1C.[Ni+2].>Cc2ccc1ccccc1c2,Scope,Kumada,https://doi.org/10.1039/B718998B,COCOc2ccc1ccccc1c2
1128,95.0,C[Si](C)(C)Oc2ccc1ccccc1c2.C[Mg]Br>c1ccccc1C.[Ni+2].>Cc2ccc1ccccc1c2,Scope,Kumada,https://doi.org/10.1039/B718998B,C[Si](C)(C)Oc2ccc1ccccc1c2
1129,95.0,c3ccc(Oc2ccc1ccccc1c2)cc3.C[Mg]Br>c1ccccc1C.[Ni+2].>Cc2ccc1ccccc1c2,Scope,Kumada,https://doi.org/10.1039/B718998B,c3ccc(Oc2ccc1ccccc1c2)cc3
1130,1.0,CC(=O)Oc2ccc1ccccc1c2.C[Mg]Br>c1ccccc1C.[Ni+2].>Cc2ccc1ccccc1c2,Scope,Kumada,https://doi.org/10.1039/B718998B,CC(=O)Oc2ccc1ccccc1c2
1131,93.0,COc2ccc1ccccc1c2.C[Mg]Br>c1ccccc1C.[Ni+2].>Cc2ccc1ccccc1c2,Scope,Kumada,https://doi.org/10.1039/B718998B,COc2ccc1ccccc1c2
1132,92.0,COc1cccc2ccccc12.C[Mg]Br>c1ccccc1C.[Ni+2].>Cc1cccc2ccccc12,Scope,Kumada,https://doi.org/10.1039/B718998B,COc1cccc2ccccc12
1133,98.0,COc3ccc2cc(c1ccccc1)ccc2c3.C[Mg]Br>c1ccccc1C.[Ni+2].>Cc3ccc2cc(c1ccccc1)ccc2c3,Scope,Kumada,https://doi.org/10.1039/B718998B,COc3ccc2cc(c1ccccc1)ccc2c3
1134,94.0,COc3ccc2cc(/C=C/c1ccccc1)ccc2c3.C[Mg]Br>c1ccccc1C.[Ni+2].>Cc3ccc2cc(/C=C/c1ccccc1)ccc2c3,Scope,Kumada,https://doi.org/10.1039/B718998B,COc3ccc2cc(/C=C/c1ccccc1)ccc2c3
1135,93.0,COc2ccc(/C=C/c1ccccc1)cc2.C[Mg]Br>c1ccccc1C.[Ni+2].>Cc2ccc(/C=C/c1ccccc1)cc2,Scope,Kumada,https://doi.org/10.1039/B718998B,COc2ccc(/C=C/c1ccccc1)cc2
1136,92.0,COc2ccc(c1ccccc1)cc2.C[Mg]Br>c1ccccc1C.[Ni+2].>Cc2ccc(c1ccccc1)cc2,Scope,Kumada,https://doi.org/10.1039/B718998B,COc2ccc(c1ccccc1)cc2
1137,62.0,COc1ccccc1.C[Mg]Br>c1ccccc1C.[Ni+2].>Cc1ccccc1,Scope,Kumada,https://doi.org/10.1039/B718998B,COc1ccccc1
1138,74.0,COc1ccc(C)cc1.C[Mg]Br>c1ccccc1C.[Ni+2].>Cc1ccc(C)cc1,Scope,Kumada,https://doi.org/10.1039/B718998B,COc1ccc(C)cc1
1139,71.0,COc1ccccc1C.C[Mg]Br>c1ccccc1C.[Ni+2].>Cc1ccccc1C,Scope,Kumada,https://doi.org/10.1039/B718998B,COc1ccccc1C
1140,99.0,COc2ccc1cc(OC)ccc1c2.C[Mg]Br>c1ccccc1C.[Ni+2].>Cc2ccc1cc(C)ccc1c2,Scope,Kumada,https://doi.org/10.1039/B718998B,COc2ccc1cc(OC)ccc1c2
1141,99.0,CCCCOc2ccc1cc(OC)ccc1c2.C[Mg]Br>c1ccccc1C.[Ni+2].>Cc2ccc1cc(C)ccc1c2,Scope,Kumada,https://doi.org/10.1039/B718998B,CCCCOc2ccc1cc(OC)ccc1c2
1142,97.0,COc2ccc1cc(OC(C)C)ccc1c2.C[Mg]Br>c1ccccc1C.[Ni+2].>Cc2ccc1cc(C)ccc1c2,Scope,Kumada,https://doi.org/10.1039/B718998B,COc2ccc1cc(OC(C)C)ccc1c2
1143,97.0,COc2ccc1cc(OCC(C)C)ccc1c2.C[Mg]Br>c1ccccc1C.[Ni+2].>Cc2ccc1cc(C)ccc1c2,Scope,Kumada,https://doi.org/10.1039/B718998B,COc2ccc1cc(OCC(C)C)ccc1c2
1144,96.0,COc3ccc2cc(Oc1ccccc1)ccc2c3.C[Mg]Br>c1ccccc1C.[Ni+2].>Cc2ccc1cc(C)ccc1c2,Scope,Kumada,https://doi.org/10.1039/B718998B,COc3ccc2cc(Oc1ccccc1)ccc2c3
1145,0.0,COc2ccc1ccccc1c2.C[Zn](C)(C)([Li])([Li])c1ccccc1>CC(=O)N(C)C.[Ni+2].>c3ccc(c2ccc1ccccc1c2)cc3,Optimisation,Negishi,https://doi.org/10.1002/chem.201103784,COc2ccc1ccccc1c2
1146,0.0,COc2ccc1ccccc1c2.C[Zn](C)(C)([Li])([Li])c1ccccc1>CC(=O)N(C)C.[Ni].>c3ccc(c2ccc1ccccc1c2)cc3,Optimisation,Negishi,https://doi.org/10.1002/chem.201103784,COc2ccc1ccccc1c2
1147,31.0,COc2ccc1ccccc1c2.C[Zn](C)(C)([Li])([Li])c1ccccc1>C1OCCC1.[Ni+2].>c3ccc(c2ccc1ccccc1c2)cc3,Optimisation,Negishi,https://doi.org/10.1002/chem.201103784,COc2ccc1ccccc1c2
1148,31.0,COc2ccc1ccccc1c2.C[Zn](C)(C)([Li])([Li])c1ccccc1>C1OCCC1.[Ni].>c3ccc(c2ccc1ccccc1c2)cc3,Optimisation,Negishi,https://doi.org/10.1002/chem.201103784,COc2ccc1ccccc1c2
1149,53.0,COc2ccc1ccccc1c2.C[Zn](C)(C)([Li])([Li])c1ccccc1>CCCCOCCCC.[Ni+2].>c3ccc(c2ccc1ccccc1c2)cc3,Optimisation,Negishi,https://doi.org/10.1002/chem.201103784,COc2ccc1ccccc1c2
1150,53.0,COc2ccc1ccccc1c2.C[Zn](C)(C)([Li])([Li])c1ccccc1>CCCCOCCCC.[Ni].>c3ccc(c2ccc1ccccc1c2)cc3,Optimisation,Negishi,https://doi.org/10.1002/chem.201103784,COc2ccc1ccccc1c2
1151,57.0,COc2ccc1ccccc1c2.C[Zn](C)(C)([Li])([Li])c1ccccc1>c1ccccc1C.[Ni+2].>c3ccc(c2ccc1ccccc1c2)cc3,Optimisation,Negishi,https://doi.org/10.1002/chem.201103784,COc2ccc1ccccc1c2
1152,57.0,COc2ccc1ccccc1c2.C[Zn](C)(C)([Li])([Li])c1ccccc1>c1ccccc1C.[Ni].>c3ccc(c2ccc1ccccc1c2)cc3,Optimisation,Negishi,https://doi.org/10.1002/chem.201103784,COc2ccc1ccccc1c2
1153,66.0,COc2ccc1ccccc1c2.C[Zn](C)(C)([Li])([Li])c1ccccc1>c1ccccc1C.[Ni+2].>c3ccc(c2ccc1ccccc1c2)cc3,Optimisation,Negishi,https://doi.org/10.1002/chem.201103784,COc2ccc1ccccc1c2
1154,66.0,COc2ccc1ccccc1c2.C[Zn](C)(C)([Li])([Li])c1ccccc1>c1ccccc1C.[Ni].>c3ccc(c2ccc1ccccc1c2)cc3,Optimisation,Negishi,https://doi.org/10.1002/chem.201103784,COc2ccc1ccccc1c2
1155,68.0,COc2ccc1ccccc1c2.C[Zn](C)(C)([Li])([Li])c1ccccc1>c1ccccc1C.[Ni+2].>c3ccc(c2ccc1ccccc1c2)cc3,Optimisation,Negishi,https://doi.org/10.1002/chem.201103784,COc2ccc1ccccc1c2
1156,68.0,COc2ccc1ccccc1c2.C[Zn](C)(C)([Li])([Li])c1ccccc1>c1ccccc1C.[Ni].>c3ccc(c2ccc1ccccc1c2)cc3,Optimisation,Negishi,https://doi.org/10.1002/chem.201103784,COc2ccc1ccccc1c2
1157,82.0,COc2ccc1ccccc1c2.C[Zn](C)(C)([Li])([Li])c1ccccc1>c1ccccc1C.[Ni+2].>c3ccc(c2ccc1ccccc1c2)cc3,Optimisation,Negishi,https://doi.org/10.1002/chem.201103784,COc2ccc1ccccc1c2
