,rxn_smarts
2387,ClC1=CC=C(CC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.CC1=CC(C(OCC)=O)=NO1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CC=C(CC)C=C2)C=C1
2388,BrC1=CC=C(C(F)(F)F)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.CC1=CC(N2C=CC=C2)=NO1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CC=C(C(F)(F)F)C=C2)C=C1
2389,IC1=CC=C(C(F)(F)F)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.COC1=NOC(C(OCC)=O)=C1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CC=C(C(F)(F)F)C=C2)C=C1
2390,BrC1=CC=C(OC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.CCOC(C1=NOC=C1)=O.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=CC=C(OC)C=C2)C=C1
2391,IC1=CC=C(CC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.CCOC(C1=NOC=C1)=O.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CC=C(CC)C=C2)C=C1
2392,IC1=NC=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.C1(N(CC2=CC=CC=C2)CC3=CC=CC=C3)=NOC=C1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=NC=CC=C2)C=C1
2393,ClC1=CC=C(C(F)(F)F)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.C1(C2=CC=CC=C2)=CON=C1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CC=C(C(F)(F)F)C=C2)C=C1
2394,IC1=CC=C(OC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.CC1=C(C(OCC)=O)C=NO1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CC=C(OC)C=C2)C=C1
2395,BrC1=CC=C(OC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.C1(N(CC2=CC=CC=C2)CC3=CC=CC=C3)=CC=NO1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CC=C(OC)C=C2)C=C1
2396,BrC1=CN=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.CCOC(C1=NOC=C1)=O.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=CN=CC=C2)C=C1
2397,IC1=NC=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.O=C(OC)C1=NOC(C2=CC=CO2)=C1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=NC=CC=C2)C=C1
2398,ClC1=CC=C(CC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CC1=CC(C(OCC)=O)=NO1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=CC=C(CC)C=C2)C=C1
2399,ClC1=CN=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.O=C(OC)C1=CC=NO1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CN=CC=C2)C=C1
2400,ClC1=CN=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CC1=CC(C(OCC)=O)=NO1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CN=CC=C2)C=C1
2401,IC1=CC=C(OC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CC1=NOC=C1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CC=C(OC)C=C2)C=C1
2402,BrC1=CC=C(CC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.C1(N(CC2=CC=CC=C2)CC3=CC=CC=C3)=NOC=C1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CC=C(CC)C=C2)C=C1
2403,IC1=CN=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.CC1=NOC(C2=CC=CC=C2)=C1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CN=CC=C2)C=C1
2404,ClC1=CN=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.CC1=CC(N2C=CC=C2)=NO1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CN=CC=C2)C=C1
2405,ClC1=CC=C(CC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.CCOC(C1=CON=C1)=O.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=CC=C(CC)C=C2)C=C1
2406,ClC1=CC=C(CC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.CC1=CC(C(OCC)=O)=NO1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CC=C(CC)C=C2)C=C1
2407,IC1=CC=C(OC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.C1(C2=CC=CC=C2)=NOC=C1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=CC=C(OC)C=C2)C=C1
2408,ClC1=CC=C(CC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CC1=NOC(C2=CC=CC=C2)=C1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CC=C(CC)C=C2)C=C1
2409,ClC1=CC=C(OC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.CCOC(C1=CON=C1)=O.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CC=C(OC)C=C2)C=C1
2410,IC1=NC=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.C1(C2=CC=CC=C2)=CC=NO1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=NC=CC=C2)C=C1
2411,BrC1=CN=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.O=C(OC)C1=NOC(C2=CC=CO2)=C1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=CN=CC=C2)C=C1
2412,IC1=CC=C(OC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.C1(N(CC2=CC=CC=C2)CC3=CC=CC=C3)=NOC=C1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CC=C(OC)C=C2)C=C1
2413,ClC1=CN=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.FC(C=CC=C1F)=C1C2=CC=NO2.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CN=CC=C2)C=C1
2414,IC1=CC=C(CC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.CC1=C(C(OCC)=O)C=NO1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=CC=C(CC)C=C2)C=C1
2415,ClC1=CC=C(CC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.CC1=NOC=C1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=CC=C(CC)C=C2)C=C1
2416,BrC1=CC=C(CC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.C1(C2=CC=CC=C2)=NOC=C1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CC=C(CC)C=C2)C=C1
2417,ClC1=CC=C(CC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.COC1=NOC(C(OCC)=O)=C1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=CC=C(CC)C=C2)C=C1
2418,IC1=CN=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.FC(C=CC=C1F)=C1C2=CC=NO2.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CN=CC=C2)C=C1
2419,BrC1=CC=C(C(F)(F)F)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.C12=C(C=CC=C2)ON=C1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CC=C(C(F)(F)F)C=C2)C=C1
2420,IC1=CC=C(C(F)(F)F)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.CC1=C(C(OCC)=O)C=NO1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CC=C(C(F)(F)F)C=C2)C=C1
2421,ClC1=CC=C(C(F)(F)F)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.CC1=CC(N2C=CC=C2)=NO1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CC=C(C(F)(F)F)C=C2)C=C1
2422,IC1=CC=C(CC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CC1=CC(C)=NO1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CC=C(CC)C=C2)C=C1
2423,BrC1=CN=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.CC1=CC(C)=NO1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=CN=CC=C2)C=C1
2424,IC1=CN=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.C1(N(CC2=CC=CC=C2)CC3=CC=CC=C3)=NOC=C1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CN=CC=C2)C=C1
2425,IC1=CN=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.CC1=NOC(C(OCC)=O)=C1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CN=CC=C2)C=C1
2426,IC1=CC=C(OC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.C1(C2=CC=CC=C2)=NOC=C1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=CC=C(OC)C=C2)C=C1
2427,IC1=NC=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CC1=CC(C)=NO1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=NC=CC=C2)C=C1
2428,IC1=CC=C(C(F)(F)F)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.CC1=C(C(OCC)=O)C=NO1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CC=C(C(F)(F)F)C=C2)C=C1
2429,ClC1=CN=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.CC1=C(C(OCC)=O)C=NO1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=CN=CC=C2)C=C1
2430,IC1=CC=C(C(F)(F)F)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.C12=CON=C1C=CC=C2.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CC=C(C(F)(F)F)C=C2)C=C1
2431,BrC1=CC=C(C(F)(F)F)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.C1(C2=CC=CC=C2)=NOC=C1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CC=C(C(F)(F)F)C=C2)C=C1
2432,ClC1=CC=C(C(F)(F)F)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.C1(N(CC2=CC=CC=C2)CC3=CC=CC=C3)=CC=NO1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CC=C(C(F)(F)F)C=C2)C=C1
2433,ClC1=NC=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.CC1=CC(N2C=CC=C2)=NO1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=NC=CC=C2)C=C1
2434,ClC1=CC=C(CC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.C1(C2=CC=CC=C2)=CC=NO1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CC=C(CC)C=C2)C=C1
2435,BrC1=CC=C(C(F)(F)F)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.C1(C2=CC=CC=C2)=CC=NO1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CC=C(C(F)(F)F)C=C2)C=C1
2436,BrC1=CC=C(C(F)(F)F)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.C12=CON=C1C=CC=C2.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CC=C(C(F)(F)F)C=C2)C=C1
2437,IC1=NC=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.CC1=NOC(C2=CC=CC=C2)=C1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=NC=CC=C2)C=C1
2438,ClC1=CC=C(C(F)(F)F)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.C12=CON=C1C=CC=C2.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=CC=C(C(F)(F)F)C=C2)C=C1
2439,BrC1=NC=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.C12=C(C=CC=C2)ON=C1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=NC=CC=C2)C=C1
2440,ClC1=CC=C(OC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.C1(C2=CC=CC=C2)=CON=C1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=CC=C(OC)C=C2)C=C1
2441,IC1=CC=C(C(F)(F)F)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.C12=CON=C1C=CC=C2.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CC=C(C(F)(F)F)C=C2)C=C1
2442,BrC1=CC=C(OC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.CC1=NOC(C(OCC)=O)=C1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=CC=C(OC)C=C2)C=C1
2443,IC1=CN=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.CC1=C(C(OCC)=O)C=NO1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CN=CC=C2)C=C1
2444,IC1=CC=C(C(F)(F)F)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.O=C(OC)C1=NOC(C2=CC=CS2)=C1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CC=C(C(F)(F)F)C=C2)C=C1
2445,BrC1=CN=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.C12=C(C=CC=C2)ON=C1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=CN=CC=C2)C=C1
2446,IC1=CC=C(CC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.C1(C2=CC=CC=C2)=CC=NO1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CC=C(CC)C=C2)C=C1
2447,ClC1=CC=C(OC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.CC1=NOC(C(OCC)=O)=C1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=CC=C(OC)C=C2)C=C1
2448,IC1=CC=C(CC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.O=C(OC)C1=CC=NO1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CC=C(CC)C=C2)C=C1
2449,ClC1=CN=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.C1(C2=CC=CC=C2)=NOC=C1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CN=CC=C2)C=C1
2450,BrC1=CC=C(C(F)(F)F)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.CC1=CC=NO1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CC=C(C(F)(F)F)C=C2)C=C1
2451,ClC1=NC=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.CC1=CC=NO1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=NC=CC=C2)C=C1
2452,BrC1=CN=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.C1(C2=CC=CC=C2)=NOC=C1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CN=CC=C2)C=C1
2453,ClC1=CC=C(OC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.O=C(OC)C1=NOC(C2=CC=CO2)=C1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CC=C(OC)C=C2)C=C1
