,can,metadata,name,tag,weights,num_conformers,file_base_name
260,COc1ccc(cc1)c1ccccn1,"{'gaussian_config': {'theory': 'b3lyp', 'light_basis_set': '6-31G*', 'heavy_basis_set': 'LANL2DZ', 'generic_basis_set': 'genecp', 'max_light_atomic_number': 36}, 'gaussian_tasks': ['opt b3lyp/6-31G* scf=(xqc,tight)', 'freq b3lyp/6-31G* volume NMR pop=NPA density=current Geom=AllCheck Guess=Read', 'TD(NStates=10, Root=1) b3lyp/6-31G* volume pop=NPA density=current Geom=AllCheck Guess=Read'], 'max_num_conformers': 1, 'class': '', 'subclass': '', 'type': '', 'subtype': ''}",,['JS_substrate'],[1.0],1,C12H11NO_6500
261,COc1ccc(cc1)n1c2ccccc2c2c1cccc2,"{'gaussian_config': {'theory': 'b3lyp', 'light_basis_set': '6-31G*', 'heavy_basis_set': 'LANL2DZ', 'generic_basis_set': 'genecp', 'max_light_atomic_number': 36}, 'gaussian_tasks': ['opt b3lyp/6-31G* scf=(xqc,tight)', 'freq b3lyp/6-31G* volume NMR pop=NPA density=current Geom=AllCheck Guess=Read', 'TD(NStates=10, Root=1) b3lyp/6-31G* volume pop=NPA density=current Geom=AllCheck Guess=Read'], 'max_num_conformers': 1, 'class': '', 'subclass': '', 'type': '', 'subtype': ''}",,['JS_substrate'],[1.0],1,C19H15NO_bad5
262,COc1ccc(cc1)n1cccc1,"{'gaussian_config': {'theory': 'b3lyp', 'light_basis_set': '6-31G*', 'heavy_basis_set': 'LANL2DZ', 'generic_basis_set': 'genecp', 'max_light_atomic_number': 36}, 'gaussian_tasks': ['opt b3lyp/6-31G* scf=(xqc,tight)', 'freq b3lyp/6-31G* volume NMR pop=NPA density=current Geom=AllCheck Guess=Read', 'TD(NStates=10, Root=1) b3lyp/6-31G* volume pop=NPA density=current Geom=AllCheck Guess=Read'], 'max_num_conformers': 1, 'class': '', 'subclass': '', 'type': '', 'subtype': ''}",,['JS_substrate'],[1.0],1,C11H11NO_f632
263,COc1ccc(cc1)n1cnc2c1cccc2,"{'gaussian_config': {'theory': 'b3lyp', 'light_basis_set': '6-31G*', 'heavy_basis_set': 'LANL2DZ', 'generic_basis_set': 'genecp', 'max_light_atomic_number': 36}, 'gaussian_tasks': ['opt b3lyp/6-31G* scf=(xqc,tight)', 'freq b3lyp/6-31G* volume NMR pop=NPA density=current Geom=AllCheck Guess=Read', 'TD(NStates=10, Root=1) b3lyp/6-31G* volume pop=NPA density=current Geom=AllCheck Guess=Read'], 'max_num_conformers': 1, 'class': '', 'subclass': '', 'type': '', 'subtype': ''}",,['JS_substrate'],[1.0],1,C14H12N2O_b942
264,COc1ccc2c(c1)CCC1C2CC[C@]2(C1CC[C@@H]2OC)C,"{'gaussian_config': {'theory': 'b3lyp', 'light_basis_set': '6-31G*', 'heavy_basis_set': 'LANL2DZ', 'generic_basis_set': 'genecp', 'max_light_atomic_number': 36}, 'gaussian_tasks': ['opt b3lyp/6-31G* scf=(xqc,tight)', 'freq b3lyp/6-31G* volume NMR pop=NPA density=current Geom=AllCheck Guess=Read', 'TD(NStates=10, Root=1) b3lyp/6-31G* volume pop=NPA density=current Geom=AllCheck Guess=Read'], 'max_num_conformers': 1, 'class': '', 'subclass': '', 'type': '', 'subtype': ''}",,['JS_substrate'],[1.0],1,C20H28O2_ed25
265,COc1ccc2c(c1)CCC=C2N1CCCCC1,"{'gaussian_config': {'theory': 'b3lyp', 'light_basis_set': '6-31G*', 'heavy_basis_set': 'LANL2DZ', 'generic_basis_set': 'genecp', 'max_light_atomic_number': 36}, 'gaussian_tasks': ['opt b3lyp/6-31G* scf=(xqc,tight)', 'freq b3lyp/6-31G* volume NMR pop=NPA density=current Geom=AllCheck Guess=Read', 'TD(NStates=10, Root=1) b3lyp/6-31G* volume pop=NPA density=current Geom=AllCheck Guess=Read'], 'max_num_conformers': 1, 'class': '', 'subclass': '', 'type': '', 'subtype': ''}",,['JS_substrate'],[1.0],1,C16H21NO_b1a9
266,COc1ccc2c(c1)CCCC2,"{'gaussian_config': {'theory': 'b3lyp', 'light_basis_set': '6-31G*', 'heavy_basis_set': 'LANL2DZ', 'generic_basis_set': 'genecp', 'max_light_atomic_number': 36}, 'gaussian_tasks': ['opt b3lyp/6-31G* scf=(xqc,tight)', 'freq b3lyp/6-31G* volume NMR pop=NPA density=current Geom=AllCheck Guess=Read', 'TD(NStates=10, Root=1) b3lyp/6-31G* volume pop=NPA density=current Geom=AllCheck Guess=Read'], 'max_num_conformers': 1, 'class': '', 'subclass': '', 'type': '', 'subtype': ''}",,['JS_substrate'],[1.0],1,C11H14O_50db
267,COc1ccc2c(c1)c1ccccc1n2C,"{'gaussian_config': {'theory': 'b3lyp', 'light_basis_set': '6-31G*', 'heavy_basis_set': 'LANL2DZ', 'generic_basis_set': 'genecp', 'max_light_atomic_number': 36}, 'gaussian_tasks': ['opt b3lyp/6-31G* scf=(xqc,tight)', 'freq b3lyp/6-31G* volume NMR pop=NPA density=current Geom=AllCheck Guess=Read', 'TD(NStates=10, Root=1) b3lyp/6-31G* volume pop=NPA density=current Geom=AllCheck Guess=Read'], 'max_num_conformers': 1, 'class': '', 'subclass': '', 'type': '', 'subtype': ''}",,['JS_substrate'],[1.0],1,C14H13NO_5f00
268,COc1ccc2c(c1)cc(cc2)N(c1ccccc1)c1ccccc1,"{'gaussian_config': {'theory': 'b3lyp', 'light_basis_set': '6-31G*', 'heavy_basis_set': 'LANL2DZ', 'generic_basis_set': 'genecp', 'max_light_atomic_number': 36}, 'gaussian_tasks': ['opt b3lyp/6-31G* scf=(xqc,tight)', 'freq b3lyp/6-31G* volume NMR pop=NPA density=current Geom=AllCheck Guess=Read', 'TD(NStates=10, Root=1) b3lyp/6-31G* volume pop=NPA density=current Geom=AllCheck Guess=Read'], 'max_num_conformers': 1, 'class': '', 'subclass': '', 'type': '', 'subtype': ''}",,['JS_substrate'],[1.0],1,C23H19NO_96a7
269,COc1ccc2c(c1)cc(cc2)N1CCCCC1,"{'gaussian_config': {'theory': 'b3lyp', 'light_basis_set': '6-31G*', 'heavy_basis_set': 'LANL2DZ', 'generic_basis_set': 'genecp', 'max_light_atomic_number': 36}, 'gaussian_tasks': ['opt b3lyp/6-31G* scf=(xqc,tight)', 'freq b3lyp/6-31G* volume NMR pop=NPA density=current Geom=AllCheck Guess=Read', 'TD(NStates=10, Root=1) b3lyp/6-31G* volume pop=NPA density=current Geom=AllCheck Guess=Read'], 'max_num_conformers': 1, 'class': '', 'subclass': '', 'type': '', 'subtype': ''}",,['JS_substrate'],[1.0],1,C16H19NO_b045
270,COc1ccc2c(c1)cc(cc2)O,"{'gaussian_config': {'theory': 'b3lyp', 'light_basis_set': '6-31G*', 'heavy_basis_set': 'LANL2DZ', 'generic_basis_set': 'genecp', 'max_light_atomic_number': 36}, 'gaussian_tasks': ['opt b3lyp/6-31G* scf=(xqc,tight)', 'freq b3lyp/6-31G* volume NMR pop=NPA density=current Geom=AllCheck Guess=Read', 'TD(NStates=10, Root=1) b3lyp/6-31G* volume pop=NPA density=current Geom=AllCheck Guess=Read'], 'max_num_conformers': 1, 'class': '', 'subclass': '', 'type': '', 'subtype': ''}",,['JS_substrate'],[1.0],1,C11H10O2_d7c7
271,COc1ccc2c(c1)cc(cc2)OC(=O)C(C)(C)C,"{'gaussian_config': {'theory': 'b3lyp', 'light_basis_set': '6-31G*', 'heavy_basis_set': 'LANL2DZ', 'generic_basis_set': 'genecp', 'max_light_atomic_number': 36}, 'gaussian_tasks': ['opt b3lyp/6-31G* scf=(xqc,tight)', 'freq b3lyp/6-31G* volume NMR pop=NPA density=current Geom=AllCheck Guess=Read', 'TD(NStates=10, Root=1) b3lyp/6-31G* volume pop=NPA density=current Geom=AllCheck Guess=Read'], 'max_num_conformers': 1, 'class': '', 'subclass': '', 'type': '', 'subtype': ''}",,['JS_substrate'],[1.0],1,C16H18O3_4be8
272,COc1ccc2c(c1)cc(cc2)OC(C)C,"{'gaussian_config': {'theory': 'b3lyp', 'light_basis_set': '6-31G*', 'heavy_basis_set': 'LANL2DZ', 'generic_basis_set': 'genecp', 'max_light_atomic_number': 36}, 'gaussian_tasks': ['opt b3lyp/6-31G* scf=(xqc,tight)', 'freq b3lyp/6-31G* volume NMR pop=NPA density=current Geom=AllCheck Guess=Read', 'TD(NStates=10, Root=1) b3lyp/6-31G* volume pop=NPA density=current Geom=AllCheck Guess=Read'], 'max_num_conformers': 1, 'class': '', 'subclass': '', 'type': '', 'subtype': ''}",,['JS_substrate'],[1.0],1,C14H16O2_0a89
273,COc1ccc2c(c1)cc(cc2)c1ccc(cc1)C,"{'gaussian_config': {'theory': 'b3lyp', 'light_basis_set': '6-31G*', 'heavy_basis_set': 'LANL2DZ', 'generic_basis_set': 'genecp', 'max_light_atomic_number': 36}, 'gaussian_tasks': ['opt b3lyp/6-31G* scf=(xqc,tight)', 'freq b3lyp/6-31G* volume NMR pop=NPA density=current Geom=AllCheck Guess=Read', 'TD(NStates=10, Root=1) b3lyp/6-31G* volume pop=NPA density=current Geom=AllCheck Guess=Read'], 'max_num_conformers': 1, 'class': '', 'subclass': '', 'type': '', 'subtype': ''}",,['JS_substrate'],[1.0],1,C18H16O_c748
274,COc1ccc2c(c1)cc(cc2)c1ccc(cc1)C(C)(C)C,"{'gaussian_config': {'theory': 'b3lyp', 'light_basis_set': '6-31G*', 'heavy_basis_set': 'LANL2DZ', 'generic_basis_set': 'genecp', 'max_light_atomic_number': 36}, 'gaussian_tasks': ['opt b3lyp/6-31G* scf=(xqc,tight)', 'freq b3lyp/6-31G* volume NMR pop=NPA density=current Geom=AllCheck Guess=Read', 'TD(NStates=10, Root=1) b3lyp/6-31G* volume pop=NPA density=current Geom=AllCheck Guess=Read'], 'max_num_conformers': 1, 'class': '', 'subclass': '', 'type': '', 'subtype': ''}",,['JS_substrate'],[1.0],1,C21H22O_8753
275,COc1ccc2c(c1)cc(cc2)c1ccccc1,"{'gaussian_config': {'theory': 'b3lyp', 'light_basis_set': '6-31G*', 'heavy_basis_set': 'LANL2DZ', 'generic_basis_set': 'genecp', 'max_light_atomic_number': 36}, 'gaussian_tasks': ['opt b3lyp/6-31G* scf=(xqc,tight)', 'freq b3lyp/6-31G* volume NMR pop=NPA density=current Geom=AllCheck Guess=Read', 'TD(NStates=10, Root=1) b3lyp/6-31G* volume pop=NPA density=current Geom=AllCheck Guess=Read'], 'max_num_conformers': 1, 'class': '', 'subclass': '', 'type': '', 'subtype': ''}",,['JS_substrate'],[1.0],1,C17H14O_1807
276,COc1ccc2c(c1)cc[nH]2,"{'gaussian_config': {'theory': 'b3lyp', 'light_basis_set': '6-31G*', 'heavy_basis_set': 'LANL2DZ', 'generic_basis_set': 'genecp', 'max_light_atomic_number': 36}, 'gaussian_tasks': ['opt b3lyp/6-31G* scf=(xqc,tight)', 'freq b3lyp/6-31G* volume NMR pop=NPA density=current Geom=AllCheck Guess=Read', 'TD(NStates=10, Root=1) b3lyp/6-31G* volume pop=NPA density=current Geom=AllCheck Guess=Read'], 'max_num_conformers': 1, 'class': '', 'subclass': '', 'type': '', 'subtype': ''}",,['JS_substrate'],[1.0],1,C9H9NO_14a5
277,COc1ccc2c(c1)ccc(c2)/C=C/c1ccccc1,"{'gaussian_config': {'theory': 'b3lyp', 'light_basis_set': '6-31G*', 'heavy_basis_set': 'LANL2DZ', 'generic_basis_set': 'genecp', 'max_light_atomic_number': 36}, 'gaussian_tasks': ['opt b3lyp/6-31G* scf=(xqc,tight)', 'freq b3lyp/6-31G* volume NMR pop=NPA density=current Geom=AllCheck Guess=Read', 'TD(NStates=10, Root=1) b3lyp/6-31G* volume pop=NPA density=current Geom=AllCheck Guess=Read'], 'max_num_conformers': 1, 'class': '', 'subclass': '', 'type': '', 'subtype': ''}",,['JS_substrate'],[1.0],1,C19H16O_a062
278,COc1ccc2c(c1)ccc(c2)Br,"{'gaussian_config': {'theory': 'b3lyp', 'light_basis_set': '6-31G*', 'heavy_basis_set': 'LANL2DZ', 'generic_basis_set': 'genecp', 'max_light_atomic_number': 36}, 'gaussian_tasks': ['opt b3lyp/6-31G* scf=(xqc,tight)', 'freq b3lyp/6-31G* volume NMR pop=NPA density=current Geom=AllCheck Guess=Read', 'TD(NStates=10, Root=1) b3lyp/6-31G* volume pop=NPA density=current Geom=AllCheck Guess=Read'], 'max_num_conformers': 1, 'class': '', 'subclass': '', 'type': '', 'subtype': ''}",,['JS_substrate'],[1.0],1,C11H9BrO_917c
279,COc1ccc2c(c1)ccc(c2)C#N,"{'gaussian_config': {'theory': 'b3lyp', 'light_basis_set': '6-31G*', 'heavy_basis_set': 'LANL2DZ', 'generic_basis_set': 'genecp', 'max_light_atomic_number': 36}, 'gaussian_tasks': ['opt b3lyp/6-31G* scf=(xqc,tight)', 'freq b3lyp/6-31G* volume NMR pop=NPA density=current Geom=AllCheck Guess=Read', 'TD(NStates=10, Root=1) b3lyp/6-31G* volume pop=NPA density=current Geom=AllCheck Guess=Read'], 'max_num_conformers': 1, 'class': '', 'subclass': '', 'type': '', 'subtype': ''}",,['JS_substrate'],[1.0],1,C12H9NO_e727
280,COc1ccc2c(c1)ccc(c2)C(=O)C,"{'gaussian_config': {'theory': 'b3lyp', 'light_basis_set': '6-31G*', 'heavy_basis_set': 'LANL2DZ', 'generic_basis_set': 'genecp', 'max_light_atomic_number': 36}, 'gaussian_tasks': ['opt b3lyp/6-31G* scf=(xqc,tight)', 'freq b3lyp/6-31G* volume NMR pop=NPA density=current Geom=AllCheck Guess=Read', 'TD(NStates=10, Root=1) b3lyp/6-31G* volume pop=NPA density=current Geom=AllCheck Guess=Read'], 'max_num_conformers': 1, 'class': '', 'subclass': '', 'type': '', 'subtype': ''}",,['JS_substrate'],[1.0],1,C13H12O2_7ba9
281,COc1ccc2c(c1)ccc(c2)C(=O)N(C(C)C)C(C)C,"{'gaussian_config': {'theory': 'b3lyp', 'light_basis_set': '6-31G*', 'heavy_basis_set': 'LANL2DZ', 'generic_basis_set': 'genecp', 'max_light_atomic_number': 36}, 'gaussian_tasks': ['opt b3lyp/6-31G* scf=(xqc,tight)', 'freq b3lyp/6-31G* volume NMR pop=NPA density=current Geom=AllCheck Guess=Read', 'TD(NStates=10, Root=1) b3lyp/6-31G* volume pop=NPA density=current Geom=AllCheck Guess=Read'], 'max_num_conformers': 1, 'class': '', 'subclass': '', 'type': '', 'subtype': ''}",,['JS_substrate'],[1.0],1,C18H23NO2_23f2
282,COc1ccc2c(c1)ccc(c2)C(=O)OC,"{'gaussian_config': {'theory': 'b3lyp', 'light_basis_set': '6-31G*', 'heavy_basis_set': 'LANL2DZ', 'generic_basis_set': 'genecp', 'max_light_atomic_number': 36}, 'gaussian_tasks': ['opt b3lyp/6-31G* scf=(xqc,tight)', 'freq b3lyp/6-31G* volume NMR pop=NPA density=current Geom=AllCheck Guess=Read', 'TD(NStates=10, Root=1) b3lyp/6-31G* volume pop=NPA density=current Geom=AllCheck Guess=Read'], 'max_num_conformers': 1, 'class': '', 'subclass': '', 'type': '', 'subtype': ''}",,['JS_substrate'],[1.0],1,C13H12O3_e27f
283,COc1ccc2c(c1)ccc(c2)C(F)(F)F,"{'gaussian_config': {'theory': 'b3lyp', 'light_basis_set': '6-31G*', 'heavy_basis_set': 'LANL2DZ', 'generic_basis_set': 'genecp', 'max_light_atomic_number': 36}, 'gaussian_tasks': ['opt b3lyp/6-31G* scf=(xqc,tight)', 'freq b3lyp/6-31G* volume NMR pop=NPA density=current Geom=AllCheck Guess=Read', 'TD(NStates=10, Root=1) b3lyp/6-31G* volume pop=NPA density=current Geom=AllCheck Guess=Read'], 'max_num_conformers': 1, 'class': '', 'subclass': '', 'type': '', 'subtype': ''}",,['JS_substrate'],[1.0],1,C12H9F3O_6168
284,COc1ccc2c(c1)ccc(c2)C1CC1,"{'gaussian_config': {'theory': 'b3lyp', 'light_basis_set': '6-31G*', 'heavy_basis_set': 'LANL2DZ', 'generic_basis_set': 'genecp', 'max_light_atomic_number': 36}, 'gaussian_tasks': ['opt b3lyp/6-31G* scf=(xqc,tight)', 'freq b3lyp/6-31G* volume NMR pop=NPA density=current Geom=AllCheck Guess=Read', 'TD(NStates=10, Root=1) b3lyp/6-31G* volume pop=NPA density=current Geom=AllCheck Guess=Read'], 'max_num_conformers': 1, 'class': '', 'subclass': '', 'type': '', 'subtype': ''}",,['JS_substrate'],[1.0],1,C14H14O_bfed
285,COc1ccc2c(c1)ccc(c2)CCO[Si](C(C)(C)C)(C)C,"{'gaussian_config': {'theory': 'b3lyp', 'light_basis_set': '6-31G*', 'heavy_basis_set': 'LANL2DZ', 'generic_basis_set': 'genecp', 'max_light_atomic_number': 36}, 'gaussian_tasks': ['opt b3lyp/6-31G* scf=(xqc,tight)', 'freq b3lyp/6-31G* volume NMR pop=NPA density=current Geom=AllCheck Guess=Read', 'TD(NStates=10, Root=1) b3lyp/6-31G* volume pop=NPA density=current Geom=AllCheck Guess=Read'], 'max_num_conformers': 1, 'class': '', 'subclass': '', 'type': '', 'subtype': ''}",,['JS_substrate'],[1.0],1,C19H28O2Si_8022
286,COc1ccc2c(c1)ccc(c2)F,"{'gaussian_config': {'theory': 'b3lyp', 'light_basis_set': '6-31G*', 'heavy_basis_set': 'LANL2DZ', 'generic_basis_set': 'genecp', 'max_light_atomic_number': 36}, 'gaussian_tasks': ['opt b3lyp/6-31G* scf=(xqc,tight)', 'freq b3lyp/6-31G* volume NMR pop=NPA density=current Geom=AllCheck Guess=Read', 'TD(NStates=10, Root=1) b3lyp/6-31G* volume pop=NPA density=current Geom=AllCheck Guess=Read'], 'max_num_conformers': 1, 'class': '', 'subclass': '', 'type': '', 'subtype': ''}",,['JS_substrate'],[1.0],1,C11H9FO_8acc
287,COc1ccc2c(c1)ccc(c2)N(c1ccccc1)c1ccccc1,"{'gaussian_config': {'theory': 'b3lyp', 'light_basis_set': '6-31G*', 'heavy_basis_set': 'LANL2DZ', 'generic_basis_set': 'genecp', 'max_light_atomic_number': 36}, 'gaussian_tasks': ['opt b3lyp/6-31G* scf=(xqc,tight)', 'freq b3lyp/6-31G* volume NMR pop=NPA density=current Geom=AllCheck Guess=Read', 'TD(NStates=10, Root=1) b3lyp/6-31G* volume pop=NPA density=current Geom=AllCheck Guess=Read'], 'max_num_conformers': 1, 'class': '', 'subclass': '', 'type': '', 'subtype': ''}",,['JS_substrate'],[1.0],1,C23H19NO_cf87
288,COc1ccc2c(c1)ccc(c2)N1CCCC1,"{'gaussian_config': {'theory': 'b3lyp', 'light_basis_set': '6-31G*', 'heavy_basis_set': 'LANL2DZ', 'generic_basis_set': 'genecp', 'max_light_atomic_number': 36}, 'gaussian_tasks': ['opt b3lyp/6-31G* scf=(xqc,tight)', 'freq b3lyp/6-31G* volume NMR pop=NPA density=current Geom=AllCheck Guess=Read', 'TD(NStates=10, Root=1) b3lyp/6-31G* volume pop=NPA density=current Geom=AllCheck Guess=Read'], 'max_num_conformers': 1, 'class': '', 'subclass': '', 'type': '', 'subtype': ''}",,['JS_substrate'],[1.0],1,C15H17NO_d02c
289,COc1ccc2c(c1)ccc(c2)N1CCCCC1,"{'gaussian_config': {'theory': 'b3lyp', 'light_basis_set': '6-31G*', 'heavy_basis_set': 'LANL2DZ', 'generic_basis_set': 'genecp', 'max_light_atomic_number': 36}, 'gaussian_tasks': ['opt b3lyp/6-31G* scf=(xqc,tight)', 'freq b3lyp/6-31G* volume NMR pop=NPA density=current Geom=AllCheck Guess=Read', 'TD(NStates=10, Root=1) b3lyp/6-31G* volume pop=NPA density=current Geom=AllCheck Guess=Read'], 'max_num_conformers': 1, 'class': '', 'subclass': '', 'type': '', 'subtype': ''}",,['JS_substrate'],[1.0],1,C16H19NO_f5e7
290,COc1ccc2c(c1)ccc(c2)O,"{'gaussian_config': {'theory': 'b3lyp', 'light_basis_set': '6-31G*', 'heavy_basis_set': 'LANL2DZ', 'generic_basis_set': 'genecp', 'max_light_atomic_number': 36}, 'gaussian_tasks': ['opt b3lyp/6-31G* scf=(xqc,tight)', 'freq b3lyp/6-31G* volume NMR pop=NPA density=current Geom=AllCheck Guess=Read', 'TD(NStates=10, Root=1) b3lyp/6-31G* volume pop=NPA density=current Geom=AllCheck Guess=Read'], 'max_num_conformers': 1, 'class': '', 'subclass': '', 'type': '', 'subtype': ''}",,['JS_substrate'],[1.0],1,C11H10O2_ff28
291,COc1ccc2c(c1)ccc(c2)OC(=O)C,"{'gaussian_config': {'theory': 'b3lyp', 'light_basis_set': '6-31G*', 'heavy_basis_set': 'LANL2DZ', 'generic_basis_set': 'genecp', 'max_light_atomic_number': 36}, 'gaussian_tasks': ['opt b3lyp/6-31G* scf=(xqc,tight)', 'freq b3lyp/6-31G* volume NMR pop=NPA density=current Geom=AllCheck Guess=Read', 'TD(NStates=10, Root=1) b3lyp/6-31G* volume pop=NPA density=current Geom=AllCheck Guess=Read'], 'max_num_conformers': 1, 'class': '', 'subclass': '', 'type': '', 'subtype': ''}",,['JS_substrate'],[1.0],1,C13H12O3_94e5
292,COc1ccc2c(c1)ccc(c2)OC(=O)C(C)(C)C,"{'gaussian_config': {'theory': 'b3lyp', 'light_basis_set': '6-31G*', 'heavy_basis_set': 'LANL2DZ', 'generic_basis_set': 'genecp', 'max_light_atomic_number': 36}, 'gaussian_tasks': ['opt b3lyp/6-31G* scf=(xqc,tight)', 'freq b3lyp/6-31G* volume NMR pop=NPA density=current Geom=AllCheck Guess=Read', 'TD(NStates=10, Root=1) b3lyp/6-31G* volume pop=NPA density=current Geom=AllCheck Guess=Read'], 'max_num_conformers': 1, 'class': '', 'subclass': '', 'type': '', 'subtype': ''}",,['JS_substrate'],[1.0],1,C16H18O3_e414
293,COc1ccc2c(c1)ccc(c2)OC(=O)N(C)C,"{'gaussian_config': {'theory': 'b3lyp', 'light_basis_set': '6-31G*', 'heavy_basis_set': 'LANL2DZ', 'generic_basis_set': 'genecp', 'max_light_atomic_number': 36}, 'gaussian_tasks': ['opt b3lyp/6-31G* scf=(xqc,tight)', 'freq b3lyp/6-31G* volume NMR pop=NPA density=current Geom=AllCheck Guess=Read', 'TD(NStates=10, Root=1) b3lyp/6-31G* volume pop=NPA density=current Geom=AllCheck Guess=Read'], 'max_num_conformers': 1, 'class': '', 'subclass': '', 'type': '', 'subtype': ''}",,['JS_substrate'],[1.0],1,C14H15NO3_1a16
294,COc1ccc2c(c1)ccc(c2)O[Si](C)(C)C,"{'gaussian_config': {'theory': 'b3lyp', 'light_basis_set': '6-31G*', 'heavy_basis_set': 'LANL2DZ', 'generic_basis_set': 'genecp', 'max_light_atomic_number': 36}, 'gaussian_tasks': ['opt b3lyp/6-31G* scf=(xqc,tight)', 'freq b3lyp/6-31G* volume NMR pop=NPA density=current Geom=AllCheck Guess=Read', 'TD(NStates=10, Root=1) b3lyp/6-31G* volume pop=NPA density=current Geom=AllCheck Guess=Read'], 'max_num_conformers': 1, 'class': '', 'subclass': '', 'type': '', 'subtype': ''}",,['JS_substrate'],[1.0],1,C14H18O2Si_6237
295,COc1ccc2c(c1)ccc(c2)Oc1ccccc1,"{'gaussian_config': {'theory': 'b3lyp', 'light_basis_set': '6-31G*', 'heavy_basis_set': 'LANL2DZ', 'generic_basis_set': 'genecp', 'max_light_atomic_number': 36}, 'gaussian_tasks': ['opt b3lyp/6-31G* scf=(xqc,tight)', 'freq b3lyp/6-31G* volume NMR pop=NPA density=current Geom=AllCheck Guess=Read', 'TD(NStates=10, Root=1) b3lyp/6-31G* volume pop=NPA density=current Geom=AllCheck Guess=Read'], 'max_num_conformers': 1, 'class': '', 'subclass': '', 'type': '', 'subtype': ''}",,['JS_substrate'],[1.0],1,C17H14O2_d9db
296,COc1ccc2c(c1)ccc(c2)[C@@H](C(=O)OC(C)C)C,"{'gaussian_config': {'theory': 'b3lyp', 'light_basis_set': '6-31G*', 'heavy_basis_set': 'LANL2DZ', 'generic_basis_set': 'genecp', 'max_light_atomic_number': 36}, 'gaussian_tasks': ['opt b3lyp/6-31G* scf=(xqc,tight)', 'freq b3lyp/6-31G* volume NMR pop=NPA density=current Geom=AllCheck Guess=Read', 'TD(NStates=10, Root=1) b3lyp/6-31G* volume pop=NPA density=current Geom=AllCheck Guess=Read'], 'max_num_conformers': 1, 'class': '', 'subclass': '', 'type': '', 'subtype': ''}",,['JS_substrate'],[1.0],1,C17H20O3_bb26
297,COc1ccc2c(c1)ccc(c2)[Si](C)(C)C,"{'gaussian_config': {'theory': 'b3lyp', 'light_basis_set': '6-31G*', 'heavy_basis_set': 'LANL2DZ', 'generic_basis_set': 'genecp', 'max_light_atomic_number': 36}, 'gaussian_tasks': ['opt b3lyp/6-31G* scf=(xqc,tight)', 'freq b3lyp/6-31G* volume NMR pop=NPA density=current Geom=AllCheck Guess=Read', 'TD(NStates=10, Root=1) b3lyp/6-31G* volume pop=NPA density=current Geom=AllCheck Guess=Read'], 'max_num_conformers': 1, 'class': '', 'subclass': '', 'type': '', 'subtype': ''}",,['JS_substrate'],[1.0],1,C14H18OSi_95fa
298,COc1ccc2c(c1)ccc(c2)c1c(C)cc(cc1C)C,"{'gaussian_config': {'theory': 'b3lyp', 'light_basis_set': '6-31G*', 'heavy_basis_set': 'LANL2DZ', 'generic_basis_set': 'genecp', 'max_light_atomic_number': 36}, 'gaussian_tasks': ['opt b3lyp/6-31G* scf=(xqc,tight)', 'freq b3lyp/6-31G* volume NMR pop=NPA density=current Geom=AllCheck Guess=Read', 'TD(NStates=10, Root=1) b3lyp/6-31G* volume pop=NPA density=current Geom=AllCheck Guess=Read'], 'max_num_conformers': 1, 'class': '', 'subclass': '', 'type': '', 'subtype': ''}",,['JS_substrate'],[1.0],1,C20H20O_4b3c
299,COc1ccc2c(c1)ccc(c2)c1cc2ccc3c4c2c(c1)ccc4ccc3,"{'gaussian_config': {'theory': 'b3lyp', 'light_basis_set': '6-31G*', 'heavy_basis_set': 'LANL2DZ', 'generic_basis_set': 'genecp', 'max_light_atomic_number': 36}, 'gaussian_tasks': ['opt b3lyp/6-31G* scf=(xqc,tight)', 'freq b3lyp/6-31G* volume NMR pop=NPA density=current Geom=AllCheck Guess=Read', 'TD(NStates=10, Root=1) b3lyp/6-31G* volume pop=NPA density=current Geom=AllCheck Guess=Read'], 'max_num_conformers': 1, 'class': '', 'subclass': '', 'type': '', 'subtype': ''}",,['JS_substrate'],[1.0],1,C27H18O_3e88
300,COc1ccc2c(c1)ccc(c2)c1ccc(cc1)C,"{'gaussian_config': {'theory': 'b3lyp', 'light_basis_set': '6-31G*', 'heavy_basis_set': 'LANL2DZ', 'generic_basis_set': 'genecp', 'max_light_atomic_number': 36}, 'gaussian_tasks': ['opt b3lyp/6-31G* scf=(xqc,tight)', 'freq b3lyp/6-31G* volume NMR pop=NPA density=current Geom=AllCheck Guess=Read', 'TD(NStates=10, Root=1) b3lyp/6-31G* volume pop=NPA density=current Geom=AllCheck Guess=Read'], 'max_num_conformers': 1, 'class': '', 'subclass': '', 'type': '', 'subtype': ''}",,['JS_substrate'],[1.0],1,C18H16O_eb3d
301,COc1ccc2c(c1)ccc(c2)c1ccc(cc1)C(C)(C)C,"{'gaussian_config': {'theory': 'b3lyp', 'light_basis_set': '6-31G*', 'heavy_basis_set': 'LANL2DZ', 'generic_basis_set': 'genecp', 'max_light_atomic_number': 36}, 'gaussian_tasks': ['opt b3lyp/6-31G* scf=(xqc,tight)', 'freq b3lyp/6-31G* volume NMR pop=NPA density=current Geom=AllCheck Guess=Read', 'TD(NStates=10, Root=1) b3lyp/6-31G* volume pop=NPA density=current Geom=AllCheck Guess=Read'], 'max_num_conformers': 1, 'class': '', 'subclass': '', 'type': '', 'subtype': ''}",,['JS_substrate'],[1.0],1,C21H22O_6aea
